"year","district","light","visibility","road_condition","Fatality"
2010,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2011,"Toronto and East York","Dark","Snow","Snow","Fatal"
2011,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"North York","Daylight","Clear","Wet","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2010,"North York","Daylight","Clear","Wet","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Rain","Wet","Fatal"
2010,"Toronto and East York","Daylight","Rain","Wet","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Rain","Wet","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Snow","Wet","Fatal"
2010,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Snow","Wet","Fatal"
2010,"Scarborough","Dark","Snow","Wet","Fatal"
2010,"Scarborough","Dark","Snow","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Snow","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2011,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2011,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2010,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Snow","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Clear","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Clear","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Snow","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Clear","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Snow","Wet","Non-Fatal Injury"
2010,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Snow","Wet","Non-Fatal Injury"
2010,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Snow","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Snow","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Snow","Snow","Non-Fatal Injury"
2011,"Scarborough","Dark","Snow","Snow","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Dark","Snow","Snow","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Dark","Snow","Snow","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2011,"Toronto and East York","Daylight","Clear","Wet","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Wet","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2011,"Toronto and East York","Daylight","Clear","Wet","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Daylight","Snow","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Daylight","Snow","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Daylight","Snow","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Daylight","Snow","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Snow","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Snow","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Snow","Snow","Fatal"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dark","Snow","Snow","Fatal"
2011,"Toronto and East York","Dark","Snow","Snow","Fatal"
2010,"Scarborough","Dark","Snow","Snow","Fatal"
2011,"Toronto and East York","Dark","Snow","Snow","Fatal"
2010,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dusk","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dusk","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dusk","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dusk","Snow","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Wet","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Wet","Non-Fatal Injury"
2012,"Toronto and East York","Dusk","Snow","Dry","Non-Fatal Injury"
2011,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Fatal"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Fatal"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Dusk","Clear","Dry","Fatal"
2011,"Scarborough","Dusk","Clear","Dry","Fatal"
2011,"Scarborough","Dusk","Clear","Dry","Fatal"
2011,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Wet","Fatal"
2011,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Wet","Fatal"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2011,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2011,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2011,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2012,"North York","Dark","Snow","Snow","Fatal"
2011,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Fatal"
2011,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Fatal"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Fatal"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Dusk","Rain","Wet","Non-Fatal Injury"
2011,"North York","Dusk","Rain","Wet","Non-Fatal Injury"
2011,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2011,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2012,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2012,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2012,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Fatal"
2012,"Scarborough","Dark","Clear","Dry","Fatal"
2012,"Scarborough","Dark","Clear","Dry","Fatal"
2013,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2013,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2013,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Dark","Clear","Dry","Fatal"
2012,"Scarborough","Dark","Clear","Dry","Fatal"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2012,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
